key,doc_count
1670,492
1680,2510
1690,3141
1700,812
1710,2999
1720,4916
1730,4672
1740,4222
1750,4057
1760,4206
1770,5993
1780,7894
1790,5972
1800,7760
1810,12260
1820,18152
1830,22711
1840,25575
1850,12393
1860,10147
1870,8002
1880,9924
1890,8399
1900,7889
1910,2656
